ITEM DESCRIPTION,CATEGORY,SUB-CATEGORY,UNIT,JANUARY_2021,FEBRUARY_2021,MARCH_2021,APRIL_2021,MAY_2021,JUNE_2021,JULY_2021,AUGUST_2021,SEPTEMBER_2021,OCTOBER_2021,NOVEMBER_2021,DECEMBER_2021,Rate per Month_2021,TOTAL_2021,JANUARY_2022,FEBRUARY_2022,MARCH_2022,APRIL_2022,MAY_2022,JUNE_2022,JULY_2022,AUGUST_2022,SEPTEMBER_2022,OCTOBER_2022,NOVEMBER_2022,DECEMBER_2022,Rate per Month_2022,TOTAL_2022,JANUARY_2023,FEBRUARY_2023,MARCH_2023,APRIL_2023,MAY_2023,JUNE_2023,JULY_2023,AUGUST_2023,SEPTEMBER_2023,OCTOBER_2023,NOVEMBER_2023,DECEMBER_2023,Rate per Month_2023,TOTAL_2023
File - Pocket File (Paper) 79,General Items,Stationary,Numbers,2,0,0,0,0,17,0,3,1,3,0,2,2.333333333,28,0,4,4,0,0,20,0,0,0,2,0,2,2.666666667,32,1,0,0,0,0,20,0,0,0,0,0,0,1.75,21
File - Punch File (Paper) 79,General Items,Stationary,Numbers,149,106,0,100,103,0,1,1,0,3,3,0,38.83333333,466,154,111,2,100,107,0,0,0,0,3,0,0,39.75,477,150,110,0,105,107,0,0,0,0,0,0,0,39.33333333,472
File - Punch File (Plastic) 79,General Items,Stationary,Numbers,52,4,6,10,6,11,14,0,4,0,0,2,9.083333333,109,52,5,1,4,3,14,8,2,2,0,0,0,7.583333333,91,53,2,2,6,5,13,12,0,0,0,0,0,7.75,93
File Divider 79,General Items,Stationary,Numbers,1,0,0,4,15,16,7,0,0,4,0,0,3.916666667,47,3,0,0,3,15,21,4,1,0,0,3,0,4.166666667,50,2,0,0,1,20,20,6,0,0,0,0,0,4.083333333,49
Filter - Lens Filters For Thermoscan Probes 79,Medical Items,Medical Consumables,Numbers,14103,18201,12603,15200,12797,9699,6203,3,0,1,0,0,7400.833333,88810,14104,18200,12596,15200,12804,9695,6199,0,0,1,2,0,7400.083333,88801,14100,18200,12600,15200,12800,9700,6200,0,0,0,0,0,7400,88800
Filter Paper - 70mm X 100 Circles 79,Medical Items,Laboratory Consumables,Numbers,0,3,1,0,0,0,1,0,2,0,0,0,0.583333333,7,0,0,1,0,0,1,0,0,0,0,4,0,0.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fistula Needle 16G (A) Artery (Diacan) - (50 pcs/Box) 79,Medical Items,Dialysis,Box,13,14,7,14,4,16,0,0,0,0,4,0,6,72,11,7,10,16,11,13,1,0,0,0,4,1,6.166666667,74,15,10,6,15,8,15,4,0,0,0,0,0,6.083333333,73
Fistula Needle 16G (V) Venous (Diacan) - (50 pcs/Box) 79,Medical Items,Dialysis,Box,15,6,2,14,11,18,1,0,2,1,3,0,6.083333333,73,19,12,2,19,6,19,4,4,0,0,0,2,7.25,87,15,10,6,16,8,15,4,0,0,0,0,0,6.166666667,74
Fistula Needle 17G (A) Artery (Diacan) - 5082781 (50 pcs/Box) 79,Medical Items,Dialysis,Box,0,0,0,1,2,3,0,0,0,4,0,0,0.833333333,10,0,1,4,4,0,0,2,0,0,4,0,3,1.5,18,0,0,0,0,0,0,1,0,0,0,0,0,0.083333333,1
Fistula Needle 17G (V) Venous (Diacan) - 5082911 (50 pcs/Box) 79,Medical Items,Dialysis,Box,3,2,0,2,3,8,2,0,1,3,0,4,2.333333333,28,0,0,0,2,0,0,4,0,2,4,4,0,1.333333333,16,0,0,0,0,0,4,1,0,0,0,0,0,0.416666667,5
Floor Mat - Carpet - Gray 79,General Items,General Items,Numbers,0,2,0,0,1,4,4,4,0,0,0,2,1.416666667,17,0,0,0,4,0,0,0,3,4,0,4,2,1.416666667,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fl Cuvette - 500/Box 79,Medical Items,Laboratory Consumables,Box,1,0,0,0,0,0,1,4,1,4,0,0,0.916666667,11,2,0,1,0,0,0,0,0,1,0,0,0,0.333333333,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flexi Mask - Oxygen Mask With Tube - Adult (Gs-2020) 79,Medical Items,Medical Consumables,Numbers,91,76,34,336,91,66,48,4,0,0,0,0,62.16666667,746,93,69,32,336,93,62,51,1,4,3,4,4,62.66666667,752,95,72,30,340,95,62,50,0,0,0,0,0,62,744
Flexi Mask - Oxygen Mask With Tube - Child (Gs-2020) 79,Medical Items,Medical Consumables,Numbers,24,31,10,149,113,0,2,3,2,0,0,0,27.83333333,334,25,28,7,148,111,4,0,0,0,1,4,4,27.66666667,332,28,30,10,150,110,0,0,0,0,0,0,0,27.33333333,328
Flip Chart A1 Square 79,General Items,Stationary,Numbers,1,2,4,0,2,1,4,2,0,2,0,0,1.5,18,0,4,3,1,0,2,2,0,0,4,0,0,1.333333333,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Floor Cleaner - So Klin - 450ml 79,General Items,General Items,Bottle,22,10,30,31,27,27,22,1,0,2,2,0,14.5,174,23,14,21,33,27,32,14,3,0,0,0,3,14.16666667,170,23,13,26,35,27,30,19,0,0,0,0,0,14.41666667,173
Floor Mat - Rubber - Black 79,General Items,General Items,Numbers,2,4,2,2,0,0,0,0,0,3,0,1,1.166666667,14,0,1,1,3,4,2,2,0,0,2,3,1,1.583333333,19,0,6,0,0,0,0,0,0,0,0,0,0,0.5,6
Fluid Balance Chart (H-4) - A4 79,General Items,Printed Items,Pad,3,2,9,3,8,3,0,4,0,0,0,2,2.833333333,34,10,4,5,11,13,1,0,3,0,0,2,0,4.083333333,49,8,0,5,7,10,0,2,0,0,0,0,0,2.666666667,32
Fluid Thioglyucollate - 500g 79,Medical Items,Laboratory Consumables,Numbers,0,3,0,0,0,1,2,0,3,0,0,0,0.75,9,0,3,4,0,2,0,0,0,0,1,0,2,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0.083333333,1
Fluorescein Sodium / 100pcs/Box 79,Medical Items,Pharmaceuticals,Box,4,1,0,4,3,3,0,0,1,4,0,0,1.666666667,20,0,2,2,0,0,3,0,0,0,3,2,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fluorocell PLT (PLT-800A), CD994563 - Sysmex 79",Medical Items,Laboratory Test Kits,Box,0,0,2,0,5,3,0,1,0,0,2,0,1.083333333,13,1,0,1,2,0,5,0,0,2,4,0,0,1.25,15,1,0,6,0,1,1,0,0,0,0,0,0,0.75,9
"Fluorocell RET (RET-800A), Bn337547 - Sysmex 79",Medical Items,Laboratory Test Kits,Box,0,0,6,0,1,0,0,4,0,0,0,3,1.166666667,14,0,0,6,0,0,0,0,0,1,0,0,2,0.75,9,1,0,2,0,1,1,0,0,0,0,0,0,0.416666667,5
"Fluorocell WDF (WDF-800A), Cv377552 - Sysmex 79",Medical Items,Laboratory Test Kits,Box,4,2,5,6,0,0,0,0,0,0,0,0,1.416666667,17,0,0,0,0,0,4,0,4,2,0,4,2,1.333333333,16,1,0,2,2,1,2,1,0,0,0,0,0,0.75,9
"Fluorocell WNR (WNR-800A), Cp066715 - Sysmex 79",Medical Items,Laboratory Test Kits,Box,0,0,8,4,2,1,0,0,0,2,0,0,1.416666667,17,0,4,2,2,3,4,0,0,1,0,0,2,1.5,18,1,0,4,1,1,1,0,0,0,0,0,0,0.666666667,8
Formal Dehyde 79,Medical Items,Medical Consumables,Bottle,2,2,2,0,4,0,2,0,0,0,1,0,1.083333333,13,0,0,0,0,0,0,1,1,0,0,0,3,0.416666667,5,0,0,0,0,0,0,1,0,0,0,0,0,0.083333333,1
Formalin Tablet 79,Medical Items,Pharmaceuticals,Tab,99,0,6,4,4,0,6,4,0,0,0,0,10.25,123,104,4,0,0,3,0,9,0,2,2,0,4,10.66666667,128,100,0,5,0,0,0,5,0,0,0,0,0,9.166666667,110
Frusemide Injection - Lasix 79,Medical Items,Pharmaceuticals,Ampule,42,36,0,0,38,24,9,3,0,1,0,0,12.75,153,47,37,4,0,32,20,9,0,0,3,3,0,12.91666667,155,45,40,0,0,34,20,10,0,0,0,0,0,12.41666667,149
FS Calibrator 1 79,Medical Items,Laboratory Test Kits,Kit,0,0,2,4,6,3,0,0,0,0,2,2,1.583333333,19,0,0,2,2,5,1,3,2,2,0,3,0,1.666666667,20,0,0,0,1,2,0,0,0,0,0,0,0,0.25,3
FS Cuvette - 6000/Box 79,Medical Items,Laboratory Consumables,Box,2,0,0,3,2,3,0,3,0,0,0,3,1.333333333,16,0,4,0,0,0,3,0,4,0,4,0,0,1.25,15,0,0,0,0,1,0,0,0,0,0,0,0,0.083333333,1
FS Diluent Pack 1 79,Medical Items,Laboratory Test Kits,Kit,3,3,1,0,0,4,4,2,0,0,0,1,1.5,18,2,0,1,0,3,0,1,3,0,2,4,0,1.333333333,16,0,0,1,0,1,0,0,0,0,0,0,0,0.166666667,2
FS Diluent Pack 2 79,Medical Items,Laboratory Test Kits,Kit,0,3,6,1,0,3,0,0,0,0,4,0,1.416666667,17,1,3,2,0,2,0,4,0,0,0,1,4,1.416666667,17,0,0,2,0,0,1,0,0,0,0,0,0,0.25,3
FS Diluent Pack 3 79,Medical Items,Laboratory Test Kits,Kit,0,0,0,0,2,4,3,2,2,0,0,1,1.166666667,14,0,4,0,2,5,0,2,0,0,2,0,0,1.25,15,0,1,1,0,1,0,0,0,0,0,0,0,0.25,3
FS Humidification Pack Box/6 79,Medical Items,Laboratory Test Kits,Box,0,0,0,0,0,4,0,2,2,2,2,0,1,12,0,0,0,0,2,4,0,2,1,2,0,0,0.916666667,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FS Microtips 79,Medical Items,Laboratory Consumables,Box,3,16,20,26,18,14,21,0,0,3,0,0,10.08333333,121,2,18,20,30,20,9,24,4,0,0,3,0,10.83333333,130,2,15,16,26,17,10,20,0,0,0,0,0,8.833333333,106
FS Reconstitution Diluent 79,Medical Items,Laboratory Test Kits,Kit,0,3,1,1,2,4,0,0,0,0,4,0,1.25,15,4,2,0,0,2,0,4,0,0,0,0,2,1.166666667,14,0,0,0,2,2,0,1,0,0,0,0,0,0.416666667,5
Full Face Mask 79,Medical Items,Medical Consumables,Numbers,3,0,1,0,0,3,4,0,1,2,3,0,1.416666667,17,0,0,0,4,0,3,0,0,3,0,0,0,0.833333333,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FX10 Dialyser (20pcs/Box) 79,Medical Items,Dialysis,Box,7,5,4,12,13,7,4,0,3,0,1,0,4.666666667,56,6,6,5,11,13,5,7,3,2,2,4,4,5.666666667,68,5,4,6,10,9,10,6,0,0,0,0,0,4.166666667,50
FX5 Dialyser (20pcs/Box) 79,Medical Items,Dialysis,Box,9,11,4,5,10,5,4,0,0,3,1,0,4.333333333,52,6,13,4,5,8,8,7,0,0,0,3,0,4.5,54,10,9,2,10,8,5,4,0,0,0,0,0,4,48
FX8 Dialyser (20pcs/Box) 79,Medical Items,Dialysis,Box,13,11,9,22,22,9,5,0,3,4,0,3,8.416666667,101,20,14,8,26,17,3,10,2,0,3,0,2,8.75,105,17,14,7,23,22,8,10,0,0,0,0,0,8.416666667,101
Fybogel Sachets 79,Medical Items,Pharmaceuticals,Packet,0,0,0,0,0,1,2,2,0,0,0,4,0.75,9,3,0,4,3,2,3,0,4,0,0,0,2,1.75,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G6PD - Qualitative, Glucose 6 Phoshate Dehyrogenase 79",Medical Items,Laboratory Test Kits,Kit,0,0,0,0,0,0,4,0,1,0,0,0,0.416666667,5,3,4,1,0,4,4,0,0,1,3,1,3,2,24,0,1,0,0,2,0,0,0,0,0,0,0,0.25,3
G6PD 25kit / Box - Binaxnow 79,Medical Items,Laboratory Test Kits,Kit,21,0,16,17,0,1,0,4,1,0,2,0,5.166666667,62,15,3,11,9,0,8,0,0,3,0,4,0,4.416666667,53,17,1,14,14,1,5,1,0,0,0,0,0,4.416666667,53
Gauze (Absorbent Gauze ) 91.4cm X 10mtr 79,Medical Items,Medical Consumables,Packet,293,290,191,167,222,336,208,0,2,0,0,0,142.4166667,1709,293,296,197,164,218,335,212,0,4,0,4,0,143.5833333,1723,298,293,196,166,221,338,213,0,0,0,0,0,143.75,1725
"Gauze Non-Sterile, 8 Plies, 5cm x 5cm 79",Medical Items,Medical Consumables,Packet,18,2,0,2,0,2,8,0,0,0,0,0,2.666666667,32,19,0,0,0,3,0,7,0,0,0,0,4,2.75,33,20,0,0,0,0,0,10,0,0,0,0,0,2.5,30
Gelusil Syrup 79,Medical Items,Pharmaceuticals,Bottle,4,0,0,0,1,3,0,0,0,4,0,4,1.333333333,16,1,0,4,0,0,0,3,0,0,0,0,2,0.833333333,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gentamicin 10mcg - Sd016-5ct 79,Medical Items,Laboratory Test Kits,Kit,0,4,2,1,0,2,0,1,3,0,4,4,1.75,21,3,0,2,3,0,0,0,0,3,0,0,0,0.916666667,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gentamicin Injection 79,Medical Items,Pharmaceuticals,Vial,13,0,0,0,0,0,3,0,0,0,1,3,1.666666667,20,11,0,0,0,0,0,0,0,0,3,0,4,1.5,18,15,0,0,0,0,0,0,0,0,0,0,0,1.25,15
GGT - 250t - Dt Slides- Code 8257289 - Vitros 250 79,Medical Items,Laboratory Test Kits,Kit,12,1,9,11,11,0,17,2,3,0,4,0,5.833333333,70,11,1,10,15,7,3,17,0,0,0,1,1,5.5,66,11,6,11,14,10,4,14,0,0,0,0,0,5.833333333,70
Gloves - Disposable Extra Small - 50pair/Box 79,Medical Items,Medical Consumables,Packet,171,189,172,125,175,124,57,2,0,0,0,1,84.66666667,1016,164,182,167,130,176,117,54,0,0,0,2,0,82.66666667,992,168,187,168,130,174,121,57,0,0,0,0,0,83.75,1005
Gloves - Disposable Large - 50pair/Box 79,Medical Items,Medical Consumables,Packet,93,85,97,56,106,106,14,2,4,0,0,0,46.91666667,563,88,84,97,51,104,110,8,3,0,0,2,3,45.83333333,550,90,82,98,55,103,107,13,0,0,0,0,0,45.66666667,548
Gloves - Disposable Medium - 50pair/Box 79,Medical Items,Medical Consumables,Packet,232,239,269,168,183,257,164,3,0,1,0,0,126.3333333,1516,226,232,269,174,184,254,163,0,0,0,4,3,125.75,1509,229,237,269,170,187,259,166,0,0,0,0,0,126.4166667,1517
Gloves - Disposable Small - 50pair/Box 79,Medical Items,Medical Consumables,Packet,490,122,167,453,356,380,249,0,3,4,0,1,185.4166667,2225,490,125,166,452,351,381,254,4,0,0,0,0,185.25,2223,494,124,165,457,354,378,253,0,0,0,0,0,185.4166667,2225
Gloves - Sterile Surgical Gloves No: 5 1/2 79,Medical Items,Medical Consumables,Box,0,3,1,0,5,0,4,0,4,0,0,3,1.666666667,20,2,1,3,0,0,0,4,3,0,1,0,0,1.166666667,14,0,0,0,0,1,0,0,0,0,0,0,0,0.083333333,1
Gloves - Sterile Surgical Gloves No: 6 79,Medical Items,Medical Consumables,Box,23,18,18,30,25,35,22,2,0,0,0,3,14.66666667,176,24,20,19,34,32,36,17,2,0,0,1,0,15.41666667,185,21,23,18,30,30,38,20,0,0,0,0,0,15,180
Gloves - Sterile Surgical Gloves No: 6 1/2 79,Medical Items,Medical Consumables,Box,43,26,23,15,35,49,7,0,0,0,0,0,16.5,198,44,22,25,13,36,48,9,0,0,3,0,0,16.66666667,200,42,27,25,13,35,52,9,0,0,0,0,0,16.91666667,203
Gloves - Sterile Surgical Gloves No: 7 79,Medical Items,Medical Consumables,Box,10,10,16,16,33,11,9,4,0,1,0,1,9.25,111,6,6,18,19,35,8,10,4,0,1,0,0,8.916666667,107,7,8,20,15,38,11,10,0,0,0,0,0,9.083333333,109
Gloves - Sterile Surgical Gloves No: 7 1/2 79,Medical Items,Medical Consumables,Box,4,17,10,9,17,17,10,0,0,0,1,0,7.083333333,85,10,10,5,3,14,16,11,0,1,0,2,1,6.083333333,73,9,15,7,5,19,13,9,0,0,0,0,0,6.416666667,77
Gloves - Sterile Surgical Gloves No: 8 79,Medical Items,Medical Consumables,Box,5,7,0,3,7,4,0,0,0,0,3,0,2.416666667,29,0,2,4,2,6,3,0,0,0,0,0,0,1.416666667,17,3,3,2,3,5,5,2,0,0,0,0,0,1.916666667,23
Glu (Glucose) 300t - Code 1707801 - Vitros 250 79,Medical Items,Laboratory Test Kits,Kit,10,0,13,15,15,1,10,1,0,3,2,4,6.166666667,74,9,0,9,13,14,4,14,0,1,4,0,2,5.833333333,70,9,0,9,12,11,3,11,0,0,0,0,0,4.583333333,55
Glue Stick 79,General Items,Stationary,Bottle,4,8,4,22,8,8,9,3,2,0,0,0,5.666666667,68,3,4,3,22,9,6,14,0,0,0,2,0,5.25,63,5,7,0,23,12,7,10,0,0,0,0,0,5.333333333,64
Glycerine-A Suppostory 79,Medical Items,Pharmaceuticals,Tab,0,0,2,3,0,0,1,0,3,4,0,0,1.083333333,13,2,1,2,3,0,0,0,0,0,2,0,1,0.916666667,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glycopyrolate Injection Usp - Pyrolate 79,Medical Items,Pharmaceuticals,Ampule,78,142,46,51,124,4,3,4,0,0,0,0,37.66666667,452,76,139,49,45,115,0,3,0,0,0,4,0,35.91666667,431,80,140,50,50,120,0,0,0,0,0,0,0,36.66666667,440
Grams Stain Pak - K001-1kt 79,Medical Items,Laboratory Consumables,Kit,0,0,0,4,0,0,4,2,4,1,3,3,1.75,21,0,3,0,0,4,4,0,4,2,4,0,0,1.75,21,1,0,0,1,0,1,1,0,0,0,0,0,0.333333333,4
Guedel Airway Size - 0 79,Medical Items,Medical Consumables,Numbers,1,2,0,33,4,7,11,0,3,4,0,0,5.416666667,65,1,3,1,26,1,4,10,0,4,0,4,2,4.666666667,56,0,0,0,30,0,6,15,0,0,0,0,0,4.25,51
Guedel Airway Size - 00 79,Medical Items,Medical Consumables,Numbers,0,0,0,5,3,2,3,0,4,3,0,0,1.666666667,20,0,3,0,5,0,0,0,3,0,4,0,0,1.25,15,0,0,2,10,0,0,0,0,0,0,0,0,1,12
Guedel Airway Size - 01 79,Medical Items,Medical Consumables,Numbers,21,0,0,17,37,2,0,4,2,4,0,0,7.25,87,22,3,3,16,38,3,2,0,0,0,0,4,7.583333333,91,20,2,0,20,40,0,2,0,0,0,0,0,7,84
Guedel Airway Size - 02 79,Medical Items,Medical Consumables,Numbers,50,48,13,25,49,61,11,0,0,3,3,0,21.91666667,263,46,41,16,25,45,59,19,1,0,0,0,0,21,252,49,45,15,22,47,60,15,0,0,0,0,0,21.08333333,253
Guedel Airway Size - 03 79,Medical Items,Medical Consumables,Numbers,0,0,2,7,7,0,2,0,0,0,4,4,2.166666667,26,0,0,1,9,1,2,3,4,0,0,2,0,1.833333333,22,0,0,0,12,5,0,0,0,0,0,0,0,1.416666667,17
Guedel Airway Size - 04 79,Medical Items,Medical Consumables,Numbers,4,4,1,15,0,1,0,2,0,2,4,0,2.75,33,0,0,0,16,0,0,3,0,1,2,3,4,2.416666667,29,2,2,0,12,0,0,5,0,0,0,0,0,1.75,21
Haemaccel Injection - 500ml 79,Medical Items,Pharmaceuticals,Bottle,2,0,3,2,1,0,5,0,0,1,4,0,1.5,18,2,1,3,0,0,3,8,2,3,4,0,0,2.166666667,26,0,0,0,0,4,0,5,0,0,0,0,0,0.75,9
Haloperidol - Serenace - 0.25mg Tablet 79,Medical Items,Medical Consumables,Tab,0,0,2,0,0,0,0,0,0,0,0,0,0.166666667,2,3,0,0,2,0,2,0,0,4,0,1,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haloperidol Injection Ip - Serenace-1ml 79,Medical Items,Pharmaceuticals,Ampule,11,9,1,2,15,3,1,0,1,0,3,0,3.833333333,46,17,11,4,0,23,9,1,0,0,0,3,0,5.666666667,68,15,10,4,0,20,5,0,0,0,0,0,0,4.5,54
Hand Washing Liquid ( Anti Bacterial Hand Wash ) 79,General Items,General Items,Bottle,125,54,67,94,86,119,77,0,3,4,0,0,52.41666667,629,117,56,62,97,83,124,84,1,3,3,4,0,52.83333333,634,122,53,66,96,88,121,80,0,0,0,0,0,52.16666667,626
Hard Paper - A4 - Blue 79,General Items,Stationary,Sheet,0,5,0,115,99,0,6,3,0,1,0,4,19.41666667,233,0,1,0,120,104,0,6,0,0,4,0,0,19.58333333,235,0,2,0,120,100,0,10,0,0,0,0,0,19.33333333,232
Hard Paper - A4 - Green 79,General Items,Stationary,Sheet,9,6,0,97,4,0,0,0,0,0,0,0,9.666666667,116,7,3,2,100,0,0,3,0,4,0,0,0,9.916666667,119,10,2,0,100,0,0,0,0,0,0,0,0,9.333333333,112
Hard Paper - A4 - Red 79,General Items,Stationary,Sheet,1,0,0,117,0,45,13,0,2,0,0,0,14.83333333,178,0,3,0,120,0,50,13,4,0,0,1,0,15.91666667,191,0,0,0,120,0,50,10,0,0,0,0,0,15,180
Hard Paper - A4 - White 79,General Items,Stationary,Sheet,0,0,3,75,2,0,0,0,0,0,1,1,6.833333333,82,0,0,2,75,4,4,4,0,1,1,4,0,7.916666667,95,0,0,0,80,7,0,0,0,0,0,0,0,7.25,87
Hard Paper - A4 - Yellow 79,General Items,Stationary,Sheet,4,0,2,117,0,2,0,0,4,0,0,0,10.75,129,0,0,0,116,2,1,0,0,1,0,0,0,10,120,0,0,0,120,0,0,0,0,0,0,0,0,10,120
Harpic - 500ml ( Toilet / Bowl Cleaner ) 79,General Items,General Items,Bottle,34,4,7,8,0,2,14,3,0,0,0,1,6.083333333,73,34,7,10,5,0,0,18,1,3,0,0,2,6.666666667,80,39,3,8,5,0,0,19,0,0,0,0,0,6.166666667,74
Helizyme 1000ml 79,Medical Items,Medical Consumables,Bottle,3,0,0,0,0,2,0,0,0,1,0,4,0.833333333,10,0,2,0,0,0,2,1,2,0,0,0,1,0.666666667,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Helizyme 500ml 79,Medical Items,Medical Consumables,Bottle,3,0,0,2,4,0,2,2,0,1,0,0,1.166666667,14,0,3,3,1,2,0,0,1,0,0,0,0,0.833333333,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hemodialysis Progress Sheet - A4 79,General Items,Printed Items,Pad,17,0,1,19,7,25,14,0,2,3,0,1,7.416666667,89,12,0,0,26,4,27,10,2,0,0,0,0,6.75,81,14,0,0,24,4,26,10,0,0,0,0,0,6.5,78
Heparine Sodium Injection - 25000iu / 5ml 79,Medical Items,Pharmaceuticals,Vial,484,149,256,240,412,317,302,0,0,0,2,4,180.5,2166,483,147,257,245,408,313,302,1,4,3,3,4,180.8333333,2170,481,150,261,242,408,315,302,0,0,0,0,0,179.9166667,2159
Heparine Sodium Injection - 5000iu / 5ml 79,Medical Items,Pharmaceuticals,Vial,2,0,6,53,4,1,14,1,0,4,1,1,7.25,87,0,1,2,50,0,0,11,1,0,0,2,0,5.583333333,67,0,0,4,50,0,0,10,0,0,0,0,0,5.333333333,64
"Hepatitis B , Immune Globulin ( Human) El-Hep -100 Iu , 1ml 79",Medical Items,Pharmaceuticals,Vial,4,2,0,4,1,0,2,0,0,0,3,0,1.333333333,16,2,0,2,3,4,0,1,2,3,0,0,4,1.75,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hi-Flexiloop 4 Sterilized Flexible Loop 79,Medical Items,Laboratory Consumables,Box,7,0,0,6,0,4,10,4,0,0,0,4,2.916666667,35,5,2,0,6,0,0,6,2,0,0,4,0,2.083333333,25,4,0,0,2,0,4,9,0,0,0,0,0,1.583333333,19
Hibiscrub - Chlorhexidine Surgical Handwash (Microshield *4 ) 79,Medical Items,Medical Consumables,Bottle,63,44,32,26,40,29,56,0,0,0,3,0,24.41666667,293,62,47,33,19,44,34,50,0,0,0,0,0,24.08333333,289,64,45,32,23,41,33,52,0,0,0,0,0,24.16666667,290
"Hichrome Candida Differential Agar Base, Modified -M1456a-500g (+ Uti Agar - 100g - M1353) 79",Medical Items,Laboratory Consumables,Kit,0,1,4,0,0,2,0,2,0,0,0,1,0.833333333,10,0,0,4,0,1,4,4,3,0,0,1,0,1.416666667,17,1,0,0,1,0,0,0,0,0,0,0,0,0.166666667,2
Hicrome Uti Agar M1353 500g 79,Medical Items,Laboratory Consumables,Bottle,0,0,4,2,2,0,0,0,0,0,0,3,0.916666667,11,4,0,0,0,1,0,0,0,3,4,3,0,1.25,15,1,0,1,0,1,0,0,0,0,0,0,0,0.25,3
High Risk Consent Form (H-67) - A4 79,General Items,Printed Items,Pad,1,3,0,1,2,0,3,0,0,4,0,3,1.416666667,17,3,1,4,0,2,3,0,1,2,4,0,0,1.666666667,20,1,0,0,0,0,0,0,0,0,0,0,0,0.083333333,1
Highlighter 79,General Items,Stationary,Numbers,8,3,5,0,5,1,0,0,2,0,1,0,2.083333333,25,2,7,6,3,4,0,4,1,4,0,0,2,2.75,33,5,5,6,0,5,0,0,0,0,0,0,0,1.75,21
HIV Consent Form (H-36) - A4 79,General Items,Printed Items,Pad,0,0,5,9,3,7,3,3,0,0,3,0,2.75,33,0,3,2,8,1,7,0,2,0,1,0,0,2,24,0,5,5,10,0,10,0,0,0,0,0,0,2.5,30
Hot Water Bag 79,Medical Items,Medical Consumables,Numbers,0,0,0,2,1,3,4,1,3,0,3,3,1.666666667,20,0,2,1,4,3,0,0,0,1,2,0,4,1.416666667,17,0,0,0,0,0,0,2,0,0,0,0,0,0.166666667,2
HP Laser Toner 105A / 106A / 107A - For HP Laser 107W (W1106A) 79,General Items,"Toners, Cartridges & Drums",Numbers,1,7,0,6,11,6,11,0,0,0,0,0,3.5,42,8,0,0,4,10,3,2,1,0,0,0,0,2.333333333,28,4,5,3,7,12,3,7,0,0,0,0,0,3.416666667,41
Human Actrapid 79,Medical Items,Pharmaceuticals,Vial,7,1,3,5,1,7,16,0,0,1,0,0,3.416666667,41,7,0,0,0,0,6,11,4,0,3,4,0,2.916666667,35,9,0,0,4,2,4,13,0,0,0,0,0,2.666666667,32
Human Albumin 50ml 20% - Reliance 79,Medical Items,Pharmaceuticals,Vial,8,1,21,1,17,0,15,0,0,1,0,3,5.583333333,67,14,4,21,0,15,0,16,0,0,3,4,0,6.416666667,77,10,0,22,0,15,0,15,0,0,0,0,0,5.166666667,62
Human Albumin Inj - 100ml 79,Medical Items,Pharmaceuticals,Bottle,33,4,9,3,18,2,9,1,4,0,0,0,6.916666667,83,30,8,11,0,18,0,10,4,0,2,0,2,7.083333333,85,31,5,12,0,15,0,10,0,0,0,0,0,6.083333333,73
Human Mixtard 79,Medical Items,Pharmaceuticals,Vial,5,0,1,2,4,2,0,2,0,2,0,0,1.5,18,1,4,0,0,0,1,0,1,2,0,2,0,0.916666667,11,3,0,0,0,0,0,0,0,0,0,0,0,0.25,3
Human Normal Immunoglobulin Injection - Immuno Rel 5g - 100ml 79,Medical Items,Pharmaceuticals,Vial,0,0,6,3,1,4,3,1,1,0,0,2,1.75,21,0,3,6,7,0,3,0,3,0,1,0,0,1.916666667,23,0,0,4,5,0,2,0,0,0,0,0,0,0.916666667,11
Hydrocortisone Injection 79,Medical Items,Pharmaceuticals,Vial,28,37,41,58,16,39,31,3,0,0,0,0,21.08333333,253,30,38,44,59,18,42,32,0,4,2,0,0,22.41666667,269,29,40,43,55,20,43,30,0,0,0,0,0,21.66666667,260
Hydrogen Peroxide - 450ml 79,Medical Items,Pharmaceuticals,Bottle,2,2,3,1,0,7,2,0,1,0,2,0,1.666666667,20,0,0,0,0,3,11,8,2,1,0,4,1,2.5,30,0,0,0,0,0,7,7,0,0,0,0,0,1.166666667,14
